Name	Description	Adipose-Subcutaneous	Adipose-Visceral	Adrenal-Gland	Artery-Aorta	Artery-Coronary	Artery-Tibial	Bladder	Brain-Amygdala	Brain-Anterior-cingulate-cortex	Brain-Caudate	Brain-Cerebellar-Hemisphere	Brain-Cerebellum	Brain-Cortex	Brain-Frontal-Cortex	Brain-Hippocampus	Brain-Hypothalamus	Brain-Nucleus-accumbens	Brain-Putamen	Brain-Spinal-cord	Brain-Substantia-nigra	Breast-Mammary-Tissue	Cells-Cultured-fibroblasts	Cells-EBV-transformed-lymphocytes	Cervix-Ectocervix	Cervix-Endocervix	Colon-Sigmoid	Colon-Transverse	Esophagus-Gastroesophageal-Junction	Esophagus-Mucosa	Esophagus-Muscularis	Fallopian-Tube	Heart-Atrial-Appendage	Heart-Left-Ventricle	Kidney-Cortex	Kidney-Medulla	Liver	Lung	Minor-Salivary-Gland	Muscle-Skeletal	Nerve-Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin-Not-Sun-Exposed	Skin-Sun-Exposed	Small-Intestine-Terminal-Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole-Blood
ENSG00000270914.1	RP5-1077B9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225196.2	RPL10P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909.3	BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235084.3	CHCHD2P6	1.30481	1.09953	2.51338	1.55651	1.40618	1.48569	1.37365	0.908642	1.00524	1.14486	1.0545	0.950021	1.13715	1.23609	0.941033	1.26371	1.30914	0.969032	1.83337	1.29751	1.39856	1.46708	2.36616	1.27576	1.49392	1.23555	1.14316	1.17402	1.04022	1.12938	1.59013	0.969358	0.726962	1.14858	1.62462	0.858	1.38746	1.40334	1.3083	1.99268	1.54603	0.653474	2.36739	1.7566	1.06802	1.13727	1.15006	1.34975	1.07706	13.5998	2.45598	1.58111	1.22725	0.668383
ENSG00000224321.1	RPL12P14	0.934101	0.822567	0.18655	0.42498	0.560004	0.459536	0.347999	0.0708581	0.06593	0.0460921	0.205869	0.158132	0.0664744	0.0636295	0.0584638	0.0696065	0.0569261	0.0453794	0.0907788	0.0756958	0.72131	0.724949	0.320486	0.290951	0.491579	0.293841	0.974269	0.203906	0.277845	0.184544	0.328118	0.083493	0.0514798	0.4379	0.537653	0.499995	0.533998	0.275054	0.0987364	0.486755	0.49069	0.224716	0.158082	0.352086	0.296212	0.318396	1.37495	0.228789	0.177311	0.561116	0.280434	0.368771	0.348956	0.208804
ENSG00000178715.8	RP11-169K16.8	1.39207	1.21265	0.665236	1.35285	1.26579	1.6541	1.27725	0.496137	0.329989	0.435812	0.738813	0.863554	0.378542	0.391375	0.40462	0.425315	0.436121	0.387995	0.633539	0.499541	1.47466	1.32949	2.26298	1.97886	1.1923	1.47877	0.931589	1.34957	1.02072	1.06615	1.46829	0.654191	0.456876	0.526575	0.531557	0.487717	1.58046	0.897828	1.06285	1.88731	3.38146	0.756115	0.815862	1.22584	1.84985	1.8943	0.993127	1.12581	0.875244	0.728667	1.38508	1.87376	1.52105	0.75752
ENSG00000233929.1	MT1XP1	1.54051	2.06794	0.588641	2.28936	1.92218	2.78667	0.647379	0.581051	0.888638	0.713287	1.85673	1.98312	0.937768	0.987117	0.6847	0.711776	0.746206	0.765355	0.571063	0.849874	1.60567	1.1327	0.341866	1.13344	0.961456	0.758156	0.56039	0.836408	1.802	0.769815	1.44066	0.524109	0.355402	0.99697	1.08399	2.1608	1.98437	0.912874	3.73862	1.40731	0.979161	1.0117	1.0761	1.36868	3.78955	3.4356	0.644354	0.75034	1.07089	2.42901	2.74115	0.80532	1.71116	1.36354
ENSG00000236698.1	EIF1AXP1	0.676497	0.672395	0.41262	0.632251	0.631495	0.815247	0.391999	0.21416	0.259669	0.247301	1.24154	1.05447	0.302121	0.300342	0.228659	0.411883	0.275756	0.208366	0.379256	0.229217	0.748948	1.41261	1.64724	0.867964	0.649342	0.535425	0.461756	0.434217	0.692946	0.453527	0.933713	0.319699	0.218585	0.847694	0.771458	1.0875	0.73821	0.736847	0.63599	0.602333	0.958811	0.477573	0.576796	0.442493	0.756634	0.73484	0.675046	0.308101	0.446423	2.18621	0.735628	0.97064	0.890916	0.100851
ENSG00000235282.3	DYNLL1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215520.3	RPS4XP4	0	0	0	0	0	0	0	0	0.0555972	0.0181472	0.0645218	0.0839318	0.0663379	0.073856	0	0.0321002	0.0576669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249685	0	0	0	0
ENSG00000236216.5	PPP1R11P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0774022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669539	0	0	0	0
ENSG00000187952.9	HS6ST1P1	0.484733	0.555734	1.58422	0.36517	0.467244	0.418251	0.554657	0.42181	0.806582	0.46164	1.09323	1.02649	1.46911	1.29663	0.421443	0.441899	0.603765	0.361428	0.375872	0.462158	0.679706	2.85203	0.308801	0.512529	0.531918	0.582213	0.453577	0.472604	1.00539	0.464915	0.883497	0.20706	0.182416	0.658684	0.643152	0.43131	0.69194	0.988492	0.625208	0.964015	1.10106	0.509549	0.459647	1.04205	0.966917	1.05399	0.49258	0.805718	0.32723	1.11293	0.652214	0.603184	0.995602	0.0822724
ENSG00000234397.3	RP11-415K20.1	0	0	0.143153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485441	0	0	0	0	0	0	0	0	0	0	0	0.0482041	0	0	0	0	0	0.0864877	0	0.28333	0	0.0818886	0.0758349	0	0	0	0.0979575	0	0	0	0
ENSG00000215381.3	RP5-1057J7.1	0.057728	0.0361869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704836	0.0929598	0	0	0	0	0	0	0	0.111696	0	0	0	0	0	0	0	0.0495455	0	0.115619	0	0	0	0.0828505	0.0885482	0	0	0	4.43873	0	0	0	0
ENSG00000230228.2	RP11-4M23.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0705567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230696	0	0	0	0.101404
ENSG00000215905.4	RP11-4M23.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233419.3	RP4-781L3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353414	0.10573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224129.1	DPPA2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0856048	0	0.182853	0	0	0	0.0565049
ENSG00000224064.1	RP11-344H11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130147	0	0	0	0.0762758	0.242767	0.101862	0	0	0	0	0	0	0	0	0	0
ENSG00000225294.1	OSTCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867166	0	0	0	0	0	0.0655478	0	0	0.204311	0	0	0	0.106282	0.448448	0.180413	0.0835691	0.102417	0	0	0.0575082	0.0999693	0.140243	0	0	0
ENSG00000229985.2	RP11-40H20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214973.3	CHCHD3P3	0.139292	0.132785	0.0908868	0.0992993	0.0855912	0.179329	0.10382	0	0	0	0	0	0	0.0287819	0	0	0.0370778	0	0	0	0.103907	0.156264	0.276991	0.102476	0.0873767	0.135298	0.113206	0.107727	0.0625975	0.122828	0.0992639	0.143464	0.15701	0.0585614	0.0656986	0	0.118193	0.0579896	0.386534	0.12628	0.101338	0	0	0.0649705	0.0654676	0.068682	0.0785813	0.0579352	0.0756789	0.419375	0.128792	0.100936	0.0843075	0
ENSG00000225159.1	NPM1P39	0.375445	0.399198	0.269744	0.395976	0.431418	0.59701	0.293423	0.0902534	0.0816026	0.0807276	0.227516	0.198083	0.0922753	0.135957	0.0989259	0.117219	0.100048	0.0612646	0.204361	0.0997669	0.403126	1.14562	1.78864	0.435484	0.848375	0.400301	0.284065	0.328338	0.415707	0.264035	0.559027	0.141407	0.10369	0.147762	0.13362	0.0790771	0.377934	0.261064	0.183744	0.394507	1.10102	0.248773	0.229655	0.287343	0.305389	0.290003	0.319036	0.25239	0.305201	0.863725	0.402329	0.658881	0.522663	0.0842507
ENSG00000225990.2	SNRPEP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243659.1	RP11-4K3__A.3	0.187967	0.246102	0.407556	0.211294	0.220796	0.19189	0.316964	0.966301	1.22419	1.108	5.56989	4.49629	1.25507	1.81593	0.743506	1.04319	0.940046	0.911641	0.719543	0.714854	0.310154	0	0.093102	0.195051	0.788091	0.643586	0.35052	0.539019	0.156414	0.481917	0.561328	0.151099	0.11852	0.207159	0.412805	0	0.305529	0.375296	0	0.4943	0.582658	0.107589	2.10456	0.748916	0.215403	0.179246	0.527029	0.946045	0.385466	0.314425	0.633532	0.450409	0.331799	0.229779
ENSG00000231207.1	RP1-144C9.2	0	0	0	0	0	0	0	0.052185	0.0924065	0	0	0	0.0934562	0.108695	0	0.0785209	0.0200806	0.0572632	0	0.0600262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235912.1	RP1-159A19.3	1.06292	1.09759	1.25022	1.14647	0.948639	1.22242	1.06144	0.951687	1.20318	1.28004	1.4241	1.26252	1.16949	1.35968	0.931766	1.31671	1.33373	1.08793	1.19741	0.976112	1.06792	2.20649	2.93068	0.616467	1.17154	0.91098	0.99408	0.934597	1.38882	0.786928	1.19543	0.926214	0.778212	0.829165	1.43118	0.533845	1.37678	1.11817	1.0142	1.2187	1.49935	0.450919	1.94381	1.16883	0.993912	0.832504	1.15916	1.219	0.958832	4.0975	1.55976	1.12499	1.1834	0.168705
ENSG00000226662.2	CHMP1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228589.3	SPCS2P4	1.33174	1.37632	1.53533	1.76261	1.68396	2.08229	0.860657	0.935844	0.911018	0.950294	1.20329	1.05689	0.933015	1.1299	0.806505	1.11201	0.964468	0.726618	1.48562	1.05844	1.4587	1.42618	2.74642	1.1932	1.38693	1.22381	1.14718	1.10333	1.0494	1.10248	1.20717	0.759988	0.521449	0.62283	0.390683	0.7125	1.97481	1.34346	0.664241	2.07286	1.62043	1.02205	1.42429	1.11959	1.03887	1.13624	1.1367	1.67557	1.14553	1.98718	2.10616	1.84841	1.40711	1.0724
ENSG00000228943.1	RP5-1053E7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214812.3	RP5-1053E7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614791	0	0.440353	0	0	0	0.113068
ENSG00000215900.4	SELENOWP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225142.2	RP11-490K7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215899.3	RP11-439L8.2	0.0465656	0.0444887	0.0368162	0.0391574	0.0401367	0.0555572	0	0	0	0	0	0	0	0	0	0	0.0135877	0	0.0207219	0	0.0401506	0.111807	0.140739	0.0819739	0.0736675	0.0431696	0.0306045	0.0398587	0.0419683	0.0424956	0.0393181	0.0151096	0	0.020942	0.0268977	0	0.0403038	0.0362836	0	0.0391015	0.09243	0.0205933	0.0390197	0.0363388	0.0391285	0.0393173	0.035912	0.0212067	0.0288594	0	0.0438551	0.0613197	0.0525518	0
ENSG00000224333.1	GAPDHP20	0	0	0	0	0	0	0	0	0	0	0	0.0526177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851912	0	0	0	0	0	0	0.208412	0	0	0	0
ENSG00000270850.1	RP11-395N6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227985	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217644.5	RP4-803A2.1	0.192906	0.115276	0.0945528	0	0.0895106	0	0	0	0.0398615	0.0478092	0.0642869	0.0687185	0.0730617	0.0630457	0.0488726	0.086963	0.0695219	0	0.207735	0.0898213	0.192219	0.107552	0.317913	0.189391	0	0	0.120186	0	0	0	0	0.535669	0.351906	0.189538	0.435539	0	0.387382	0.322335	0.740678	0.235885	0	0	0.158228	0.178183	0.156751	0.263952	0.32175	0.521663	0.0799033	0.479864	0.161665	0	0.085968	0.396786
ENSG00000235907.2	RP4-580O19.2	0.146555	0.0886903	0.0593137	0.186595	0.172004	0.169823	0.276898	0.062573	0.0825485	0.0999297	0.430376	0.419993	0.102819	0.107946	0.0881483	0.0810123	0.100301	0.0905344	0.136257	0.11264	0.133004	0.0921711	0.0633159	0.224203	0.393185	0.177361	0.121066	0.171777	0.0697935	0.141359	0.0919758	0.0811604	0	0.0566801	0.276764	0	0.131158	0.0596547	0.0644226	0.292674	0.170332	0.0535209	0.405746	0.140658	0.0463353	0.0844446	0.118011	0.134028	0.103485	0.657925	0.152716	0.284851	0.16709	0
ENSG00000228348.1	EFCAB14P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165411	0	0	0	0
ENSG00000237749.4	RP3-423B22.5	0.516956	0.452989	0.281622	0.445956	0.515632	0.570758	0.603058	0.15536	0.105395	0.196885	0.135159	0.150899	0.122789	0.113086	0.130869	0.161474	0.251267	0.160446	0.250041	0.170476	0.514389	0.40157	0.803549	0.751336	0.780868	0.458256	0.362163	0.435794	0.381621	0.371825	0.802698	0.186369	0.126923	0.208214	0.100096	0.147554	0.460063	0.38722	0.220517	0.502413	1.37611	0.254742	0.47803	0.607382	0.611268	0.599375	0.416589	0.619004	0.347677	0.905482	0.575608	0.739221	0.565324	0.168708
ENSG00000214141.4	ACTN4P2	0	0	0	0	0	0	0	0.0172422	0.0261848	0.035589	0.0718343	0.0638528	0.0396245	0.0310127	0.0131452	0.0233203	0.0711425	0.025356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318858	0	0	0	0
ENSG00000227416.2	RP11-109P14.2	0	0	0	0	0	0	0	0	0.0524762	0.120541	0.276591	0.274164	0.170792	0.12123	0	0	0.305229	0.0750209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11805	0	0	0	0	0	0	0.0734012	0	0	0	0
ENSG00000223589.2	RP5-884C9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231025	0.229108	0	0	0	0	0	0	0	0
ENSG00000215895.4	RP11-334L9.1	0.0637918	0.0810618	0.0418387	0.124966	0.0916975	0.0944864	0.153587	0.0169319	0.0161598	0.0278147	0.0277267	0.0274049	0.0196074	0.0302731	0.0249009	0.034655	0.0301439	0.0237757	0.0371348	0.0198492	0.0685764	0.176148	0.123596	0.0603886	0.0874299	0.0501424	0.0632377	0.0418516	0.286155	0.043216	0.0983726	0.0704981	0.0369749	0.0393458	0.0279587	0.0559081	0.127181	0.318209	0.0248375	0.0685064	0.093629	0.0486181	0.105753	0.0781454	0.242746	0.24218	0.0422987	0.0559435	0.274511	0.0897355	0.178492	0.0704602	0.280748	0.0532065
ENSG00000235549.1	EIF1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226745.2	RP11-115D7.3	0	0	0	0	0	0	0	0.0965311	0.0986831	0.0823038	0	0	0.0863024	0.097989	0.0626049	0.159	0.0682064	0.0644236	0	0.069152	0.164089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106157	0	0	0	0	0	2.73139	0	0	0	0
ENSG00000227311.3	RP1-228H13.1	0.182093	0.150193	0.108649	0.208775	0.194914	0.226453	0.157761	0.0700153	0.0666878	0.0735327	0.157901	0.193141	0.0821856	0.080213	0.0919988	0.0817685	0.10033	0.0751958	0.0989174	0.0810412	0.186889	0.229842	0.27981	0.225713	0.0627954	0.192914	0.147462	0.175029	0.167281	0.181019	0.239087	0.0761715	0.0541525	0.0822778	0.0224429	0.0400547	0.212939	0.164223	0.11046	0.230327	0.515585	0.114856	0.195546	0.18384	0.196986	0.21408	0.127021	0.127174	0.14394	0.163122	0.214651	0.242369	0.233108	0.0533874
ENSG00000213987.4	RP11-399E6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423251	0	0	0	0
ENSG00000227538.1	HNRNPFP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21231	0	0	0	0
ENSG00000228776.2	RP11-319C21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233708.1	RP11-342M1.7	0	0	0	0	0	0	0	0.0137175	0.0279393	0.0102043	0.0172349	0	0.0490928	0.0539082	0.0215434	0	0.02192	0.0111588	0.025663	0.0167632	0	0	0.0156984	0	0.0312651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407198	0	0	0	0	0.0482088	0.0351893	0	0.0139778	0	5.56781	0	0	0	0
ENSG00000237090.1	RP11-342M1.6	0	0	0	0	0	0	0	0	0.0210556	0	0	0	0.0371189	0.0379046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240396	0	0	0	0
ENSG00000225099.1	ATP6V1E1P1	0.0887068	0.0623567	0.096531	0.0908326	0.0790972	0.15653	0.0598792	0.0614012	0.0849417	0.0714222	0.156785	0.142668	0.169413	0.165996	0.0718352	0.0874808	0.104158	0.0776523	0.100295	0.0678203	0.0708373	0.0744689	0.0675876	0	0.118568	0.0824017	0.0470418	0.096939	0.0503734	0.0978149	0.0754481	0.057056	0.0476982	0.051102	0.0380143	0	0.111731	0.0459219	0.0918895	0.0810182	0.0601384	0	0.0649939	0.042139	0.0970023	0.103977	0	0	0	0.358055	0.0604386	0.0506471	0.0602104	0.042675
ENSG00000227163.2	RP5-1198O20.5	0	0	0.344818	0	0	0	0.0773485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737897	0	0.163637	0.116509	0	0	0	0	0	0.175746	0	0	0	0	0	0	0	0	0	0	0	0	0.120553	0	0.193028	0	0
ENSG00000271329.1	RP5-891H21.5	0.0458895	0.0352986	0.111274	0	0.0185527	0	0.10258	0	0	0.0799661	0.129623	0.115572	0	0	0	0	0.0637126	0.0552265	0	0	0.0489685	0	0.0867391	0.164785	0.119833	0.103623	0.0409217	0.0982561	0	0.104617	0.144173	0.0400319	0.0369916	0	0.0417762	0	0.0251409	0.0665664	0.143424	0	0.145523	0	0.286225	0.152559	0.0450804	0.0674326	0.0471115	0.0723013	0	0.725566	0.0586567	0.224853	0.0486626	0
